
> enterprise-auth-backend@1.0.0 dev
> nodemon --exec "ts-node --transpile-only" src/server.ts

[33m[nodemon] 3.1.11[39m
[33m[nodemon] to restart at any time, enter `rs`[39m
[33m[nodemon] watching path(s): src\**\* prisma\**\*[39m
[33m[nodemon] watching extensions: ts,json[39m
[32m[nodemon] starting `ts-node --transpile-only src/server.ts`[39m
🚀 Server running on port 5000
📱 Environment: development
[Scheduler] Auto-complete scheduler started (runs every minute)
[Cron] Session reminder job registered (every 30 min).
[Announcement-Scheduler] Worker started (every 60 seconds)
[2026-06-02T22:43:32.500Z] OPTIONS /api/student/my-courses
[2026-06-02T22:43:32.500Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:43:32.503Z] GET /api/student/wishlist
[2026-06-02T22:43:32.505Z] GET /api/student/courses/c9b05c05-3b5e-4df0-b40e-bb454e6ea3ce/enrollment-status
[2026-06-02T22:43:32.508Z] GET /api/student/my-courses
[2026-06-02T22:43:32.519Z] GET /api/notifications/unread-count
[2026-06-02T22:43:52.542Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:43:52.548Z] GET /api/notifications/unread-count
[2026-06-02T22:44:02.468Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:44:02.474Z] GET /api/notifications/unread-count
[2026-06-02T22:44:33.274Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:44:33.277Z] GET /api/notifications/unread-count
[2026-06-02T22:45:03.280Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:45:03.282Z] GET /api/notifications/unread-count
[2026-06-02T22:45:32.862Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:45:32.863Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:45:32.866Z] GET /api/notifications/unread-count
[2026-06-02T22:45:32.871Z] GET /api/notifications/unread-count
[2026-06-02T22:46:03.286Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:46:03.302Z] GET /api/notifications/unread-count
[2026-06-02T22:46:33.279Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:46:33.289Z] GET /api/notifications/unread-count
[2026-06-02T22:47:12.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:47:12.280Z] GET /api/notifications/unread-count
[2026-06-02T22:47:21.222Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:47:21.226Z] GET /api/notifications/unread-count
[2026-06-02T22:47:32.493Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:47:32.498Z] GET /api/notifications/unread-count
[2026-06-02T22:48:03.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:48:03.292Z] GET /api/notifications/unread-count
[2026-06-02T22:48:33.281Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:48:33.315Z] GET /api/notifications/unread-count
[2026-06-02T22:49:12.278Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:49:12.281Z] GET /api/notifications/unread-count
[2026-06-02T22:50:12.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:50:12.279Z] GET /api/notifications/unread-count
[2026-06-02T22:51:12.288Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:51:12.291Z] GET /api/notifications/unread-count
[2026-06-02T22:52:12.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:52:12.288Z] GET /api/notifications/unread-count
[2026-06-02T22:52:48.691Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:52:48.697Z] GET /api/notifications/unread-count
[2026-06-02T22:52:48.730Z] GET /api/notifications/unread-count
[2026-06-02T22:53:02.474Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:53:02.478Z] GET /api/notifications/unread-count
[2026-06-02T22:53:32.481Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:53:32.484Z] GET /api/notifications/unread-count
[2026-06-02T22:54:02.475Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:54:02.489Z] GET /api/notifications/unread-count
[2026-06-02T22:54:32.470Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:54:32.490Z] GET /api/notifications/unread-count
[2026-06-02T22:55:02.475Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:55:02.478Z] GET /api/notifications/unread-count
[2026-06-02T22:55:32.473Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:55:32.493Z] GET /api/notifications/unread-count
[2026-06-02T22:56:03.274Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:56:03.278Z] GET /api/notifications/unread-count
[2026-06-02T22:56:33.286Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:56:33.290Z] GET /api/notifications/unread-count
[2026-06-02T22:57:12.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:57:12.300Z] GET /api/notifications/unread-count
[2026-06-02T22:57:21.685Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:57:21.692Z] GET /api/notifications/unread-count
[2026-06-02T22:57:32.476Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:57:32.483Z] GET /api/notifications/unread-count
[2026-06-02T22:58:02.484Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:58:02.489Z] GET /api/notifications/unread-count
[2026-06-02T22:58:32.482Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:58:32.485Z] GET /api/notifications/unread-count
[2026-06-02T22:58:32.518Z] OPTIONS /api/auth/refresh
[2026-06-02T22:58:32.521Z] POST /api/auth/refresh
[2026-06-02T22:58:32.635Z] GET /api/notifications/unread-count
[2026-06-02T22:59:03.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:59:03.293Z] GET /api/notifications/unread-count
[2026-06-02T22:59:33.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T22:59:33.281Z] GET /api/notifications/unread-count
[Cron] Running session reminder check...
[2026-06-02T23:00:12.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:00:12.296Z] GET /api/notifications/unread-count
[2026-06-02T23:01:12.287Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:01:12.291Z] GET /api/notifications/unread-count
[2026-06-02T23:01:13.138Z] GET /api/notifications/unread-count
[2026-06-02T23:01:32.477Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:01:32.491Z] GET /api/notifications/unread-count
[2026-06-02T23:02:02.480Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:02:02.483Z] GET /api/notifications/unread-count
[2026-06-02T23:02:32.471Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:02:32.489Z] GET /api/notifications/unread-count
[2026-06-02T23:03:02.480Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:03:02.483Z] GET /api/notifications/unread-count
[2026-06-02T23:03:33.288Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:03:33.295Z] GET /api/notifications/unread-count
[2026-06-02T23:03:59.068Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:03:59.072Z] GET /api/notifications/unread-count
[2026-06-02T23:04:02.478Z] GET /api/notifications/unread-count
[2026-06-02T23:04:33.275Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:04:33.296Z] GET /api/notifications/unread-count
[2026-06-02T23:04:33.357Z] GET /api/notifications/unread-count
[2026-06-02T23:05:03.282Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:05:03.298Z] GET /api/notifications/unread-count
[2026-06-02T23:05:33.294Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:05:33.297Z] GET /api/notifications/unread-count
[2026-06-02T23:06:12.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:06:12.287Z] GET /api/notifications/unread-count
[2026-06-02T23:06:19.872Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:06:19.875Z] GET /api/notifications/unread-count
[2026-06-02T23:06:33.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:06:33.281Z] GET /api/notifications/unread-count
[2026-06-02T23:07:03.281Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:07:03.287Z] GET /api/notifications/unread-count
[2026-06-02T23:07:45.940Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:07:45.942Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:07:45.944Z] GET /api/notifications/unread-count
[2026-06-02T23:07:45.994Z] GET /api/notifications/unread-count
[2026-06-02T23:08:02.478Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:08:02.482Z] GET /api/notifications/unread-count
[2026-06-02T23:08:32.469Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:08:32.473Z] GET /api/notifications/unread-count
[2026-06-02T23:09:02.476Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:09:02.510Z] GET /api/notifications/unread-count
[2026-06-02T23:09:32.468Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:09:32.495Z] GET /api/notifications/unread-count
[2026-06-02T23:10:03.281Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:10:03.286Z] GET /api/notifications/unread-count
[2026-06-02T23:10:33.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:10:33.291Z] GET /api/notifications/unread-count
[2026-06-02T23:11:12.283Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:11:12.302Z] GET /api/notifications/unread-count
[2026-06-02T23:11:25.322Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:11:25.324Z] GET /api/notifications/unread-count
[2026-06-02T23:11:32.478Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:11:32.497Z] GET /api/notifications/unread-count
[2026-06-02T23:12:02.472Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:12:02.491Z] GET /api/notifications/unread-count
[2026-06-02T23:12:32.476Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:12:32.494Z] GET /api/notifications/unread-count
[2026-06-02T23:13:02.471Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:13:02.488Z] GET /api/notifications/unread-count
[2026-06-02T23:13:32.480Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:13:32.483Z] GET /api/notifications/unread-count
[2026-06-02T23:13:32.502Z] OPTIONS /api/auth/refresh
[2026-06-02T23:13:32.505Z] POST /api/auth/refresh
[2026-06-02T23:13:32.573Z] GET /api/notifications/unread-count
[2026-06-02T23:14:02.476Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:14:02.479Z] GET /api/notifications/unread-count
[2026-06-02T23:14:33.289Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:14:33.294Z] GET /api/notifications/unread-count
[2026-06-02T23:15:03.284Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:15:03.326Z] GET /api/notifications/unread-count
[2026-06-02T23:16:12.277Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:16:12.293Z] GET /api/notifications/unread-count
[2026-06-02T23:16:28.704Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:16:28.708Z] GET /api/notifications/unread-count
[2026-06-02T23:16:32.469Z] GET /api/notifications/unread-count
[2026-06-02T23:16:38.244Z] OPTIONS /api/student/wishlist/c9b05c05-3b5e-4df0-b40e-bb454e6ea3ce/toggle
[2026-06-02T23:16:38.247Z] POST /api/student/wishlist/c9b05c05-3b5e-4df0-b40e-bb454e6ea3ce/toggle
[2026-06-02T23:16:40.541Z] POST /api/student/wishlist/c9b05c05-3b5e-4df0-b40e-bb454e6ea3ce/toggle
[2026-06-02T23:16:41.691Z] POST /api/student/wishlist/c9b05c05-3b5e-4df0-b40e-bb454e6ea3ce/toggle
[2026-06-02T23:16:42.578Z] POST /api/student/wishlist/c9b05c05-3b5e-4df0-b40e-bb454e6ea3ce/toggle
[2026-06-02T23:16:52.023Z] OPTIONS /api/auth/logout
[2026-06-02T23:16:52.026Z] POST /api/auth/logout
[2026-06-02T23:16:53.250Z] GET /api/public/stats
[2026-06-02T23:16:53.260Z] GET /api/public/featured-courses
[2026-06-02T23:16:53.267Z] GET /api/public/categories
[2026-06-02T23:16:53.396Z] GET /api/public/stats
[2026-06-02T23:16:53.408Z] GET /api/public/categories
[2026-06-02T23:16:53.427Z] GET /api/public/featured-courses
[2026-06-02T23:16:53.466Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T23:19:53.482Z] GET /api/auth/me
[2026-06-02T23:19:53.501Z] OPTIONS /api/auth/refresh
[2026-06-02T23:19:53.502Z] POST /api/auth/refresh
[2026-06-02T23:20:48.835Z] GET /api/auth/me
[2026-06-02T23:20:48.844Z] OPTIONS /api/auth/refresh
[2026-06-02T23:20:48.849Z] POST /api/auth/refresh
[2026-06-02T23:22:13.890Z] GET /api/auth/me
[2026-06-02T23:22:13.903Z] OPTIONS /api/auth/refresh
[2026-06-02T23:22:13.908Z] POST /api/auth/refresh
[2026-06-02T23:22:31.056Z] GET /api/public/featured-courses
[2026-06-02T23:22:31.074Z] GET /api/public/stats
[2026-06-02T23:22:31.093Z] GET /api/public/categories
[2026-06-02T23:22:31.529Z] GET /api/public/categories
[2026-06-02T23:22:31.536Z] GET /api/public/stats
[2026-06-02T23:22:31.662Z] GET /api/public/featured-courses
[2026-06-02T23:22:31.859Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T23:22:39.484Z] GET /api/public/stats
[2026-06-02T23:22:39.491Z] GET /api/public/categories
[2026-06-02T23:22:39.497Z] GET /api/public/featured-courses
[2026-06-02T23:22:39.513Z] GET /api/auth/me
[2026-06-02T23:22:39.559Z] OPTIONS /api/auth/refresh
[2026-06-02T23:22:39.562Z] POST /api/auth/refresh
[2026-06-02T23:22:39.680Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[Cron] Running session reminder check...
[2026-06-02T23:43:39.707Z] GET /api/auth/me
[2026-06-02T23:43:39.736Z] OPTIONS /api/auth/refresh
[2026-06-02T23:43:39.739Z] POST /api/auth/refresh
[2026-06-02T23:45:40.411Z] GET /api/public/stats
[2026-06-02T23:45:40.443Z] GET /api/public/categories
[2026-06-02T23:45:40.465Z] GET /api/public/featured-courses
[2026-06-02T23:45:40.671Z] GET /api/public/stats
[2026-06-02T23:45:40.706Z] GET /api/public/categories
[2026-06-02T23:45:40.736Z] GET /api/public/featured-courses
[2026-06-02T23:45:40.825Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T23:48:31.447Z] OPTIONS /api/auth/login
[2026-06-02T23:48:31.467Z] POST /api/auth/login
[2026-06-02T23:48:31.919Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:48:31.920Z] GET /uploads/LOGONEW-1779540908772-313480976.png
[2026-06-02T23:48:31.923Z] GET /api/notifications/unread-count
[2026-06-02T23:48:32.984Z] OPTIONS /api/trainer/enrollments
[2026-06-02T23:48:32.987Z] OPTIONS /api/trainer/enrollments
[2026-06-02T23:48:32.997Z] OPTIONS /api/trainer/dashboard
[2026-06-02T23:48:32.999Z] OPTIONS /api/trainer/dashboard
[2026-06-02T23:48:33.000Z] GET /api/trainer/enrollments
[2026-06-02T23:48:33.008Z] GET /api/trainer/dashboard
[2026-06-02T23:48:33.085Z] GET /api/trainer/enrollments
[2026-06-02T23:48:33.135Z] GET /api/trainer/dashboard
[2026-06-02T23:48:40.577Z] OPTIONS /api/trainer/enrollments
[2026-06-02T23:48:40.585Z] OPTIONS /api/trainer/students
[2026-06-02T23:48:40.587Z] OPTIONS /api/trainer/enrollments
[2026-06-02T23:48:40.589Z] OPTIONS /api/trainer/students
[2026-06-02T23:48:40.590Z] GET /api/trainer/enrollments
[2026-06-02T23:48:40.598Z] GET /api/trainer/students
[2026-06-02T23:48:40.635Z] GET /api/trainer/enrollments
[2026-06-02T23:48:40.646Z] GET /api/trainer/students
[2026-06-02T23:48:40.654Z] GET /api/trainer/enrollments
[2026-06-02T23:48:40.731Z] GET /uploads/Webp.net-resizeimage_2-1779743050010-613101422.jpg
[2026-06-02T23:48:59.635Z] OPTIONS /api/trainer/enrollments/74a22609-83b0-4ad8-9b7e-8b97ae7806f1/status
[2026-06-02T23:48:59.648Z] PATCH /api/trainer/enrollments/74a22609-83b0-4ad8-9b7e-8b97ae7806f1/status
[2026-06-02T23:48:59.759Z] OPTIONS /api/trainer/students
[2026-06-02T23:48:59.761Z] OPTIONS /api/trainer/enrollments
[Mailer] Attempting to send email to: ss@gmail.com, SMTP_USER configured: false
[2026-06-02T23:48:59.800Z] GET /api/trainer/students
[2026-06-02T23:48:59.811Z] GET /api/trainer/enrollments
[2026-06-02T23:49:01.929Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:49:01.933Z] GET /api/notifications/unread-count
[2026-06-02T23:49:05.186Z] OPTIONS /api/auth/logout
[2026-06-02T23:49:05.190Z] POST /api/auth/logout
[2026-06-02T23:49:05.724Z] GET /api/public/stats
[2026-06-02T23:49:05.730Z] GET /api/public/categories
[2026-06-02T23:49:05.818Z] GET /api/public/featured-courses
[2026-06-02T23:49:05.867Z] GET /api/public/stats
[2026-06-02T23:49:05.993Z] GET /api/public/featured-courses
[2026-06-02T23:49:06.001Z] GET /api/public/categories
[2026-06-02T23:49:06.117Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T23:49:14.092Z] OPTIONS /api/auth/login
[2026-06-02T23:49:14.104Z] POST /api/auth/login
[2026-06-02T23:49:14.645Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:49:14.653Z] GET /api/notifications/unread-count
[2026-06-02T23:49:15.761Z] OPTIONS /api/student/dashboard
[2026-06-02T23:49:15.779Z] OPTIONS /api/student/schedule
[2026-06-02T23:49:15.802Z] GET /api/student/dashboard
[2026-06-02T23:49:15.841Z] OPTIONS /api/student/wishlist
[2026-06-02T23:49:15.848Z] OPTIONS /api/student/wishlist
[2026-06-02T23:49:15.871Z] GET /api/student/schedule
[2026-06-02T23:49:15.890Z] GET /api/student/wishlist
[2026-06-02T23:49:15.940Z] GET /api/student/wishlist
[2026-06-02T23:49:15.948Z] GET /api/student/dashboard
[2026-06-02T23:49:16.121Z] GET /api/student/schedule
[2026-06-02T23:49:16.289Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T23:49:16.291Z] GET /uploads/ad-1780170078820-839866131.png
[2026-06-02T23:49:31.772Z] OPTIONS /api/student/my-courses
[2026-06-02T23:49:31.776Z] OPTIONS /api/student/my-courses
[2026-06-02T23:49:31.789Z] GET /api/student/my-courses
[2026-06-02T23:49:31.965Z] GET /api/student/my-courses
[2026-06-02T23:49:32.067Z] GET /uploads/ChatGPT%20Image%2016%20%C3%99%C2%85%C3%98%C2%A7%C3%99%C2%8A%C3%99%C2%88%202026%C3%98%C2%8C%2003_57_12%20%C3%98%C2%B5-1780259728500-23728819.png
[2026-06-02T23:49:32.070Z] GET /uploads/LOGONEW-1779540908772-313480976.png
[2026-06-02T23:49:45.988Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:49:46.053Z] GET /api/notifications/unread-count
[2026-06-02T23:49:48.412Z] OPTIONS /api/student/schedule
[2026-06-02T23:49:48.414Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T23:49:48.416Z] OPTIONS /api/student/my-courses
[2026-06-02T23:49:48.421Z] OPTIONS /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T23:49:48.426Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T23:49:48.478Z] GET /api/student/schedule
[2026-06-02T23:49:48.481Z] GET /api/student/my-courses
[2026-06-02T23:49:48.584Z] GET /api/student/schedule
[2026-06-02T23:49:48.593Z] GET /api/student/my-courses
[2026-06-02T23:49:48.632Z] GET /api/student/courses/f6c325b8-532c-4941-ae27-266d84622973
[2026-06-02T23:50:07.191Z] OPTIONS /api/student/my-courses
[2026-06-02T23:50:07.195Z] GET /api/student/my-courses
[2026-06-02T23:50:07.215Z] GET /api/student/my-courses
[2026-06-02T23:50:09.313Z] GET /uploads/%C3%98%C2%B3%C3%99%C2%86%C3%98%C2%AF%20%C3%98%C2%AF%C3%99%C2%81%C3%98%C2%B9%20-%20%C3%98%C2%B9%C3%98%C2%A8%C3%98%C2%AF%20%C3%98%C2%A7%C3%99%C2%84%C3%99%C2%84%C3%99%C2%87-1780331315856-415537871.jpg
[2026-06-02T23:50:09.317Z] GET /uploads/%C3%99%C2%83%C3%99%C2%88%C3%98%C2%B1%C3%98%C2%B3%C3%98%C2%A7%C3%98%C2%AA-%C3%98%C2%AA%C3%98%C2%B9%C3%99%C2%84%C3%99%C2%85-%C3%98%C2%A7%C3%99%C2%84%C3%99%C2%84%C3%98%C2%BA%C3%98%C2%A9-%C3%98%C2%A7%C3%99%C2%84%C3%98%C2%A5%C3%99%C2%86%C3%98%C2%AC%C3%99%C2%84%C3%99%C2%8A%C3%98%C2%B2%C3%99%C2%8A%C3%98%C2%A9-%C3%99%C2%84%C3%99%C2%84%C3%99%C2%85%C3%98%C2%A8%C3%98%C2%AA%C3%98%C2%AF%C3%98%C2%A6%C3%99%C2%8A%C3%99%C2%86-1-1600x900-1780200698381-336098380.png
[2026-06-02T23:50:09.319Z] GET /uploads/ChatGPT%20Image%20May%2010,%202026,%2005_25_29%20AM-1779492818866-150938748.png
[2026-06-02T23:50:09.319Z] GET /uploads/%C3%99%C2%84%C3%99%C2%82%C3%98%C2%B7%C3%98%C2%A9%20%C3%98%C2%B4%C3%98%C2%A7%C3%98%C2%B4%C3%98%C2%A9%202026-04-02%20060748-1780334547263-586612418.png
[2026-06-02T23:50:09.322Z] GET /uploads/tasbeh-1780116342804-963453480.png
[2026-06-02T23:50:13.942Z] OPTIONS /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-02T23:50:13.944Z] OPTIONS /api/student/wishlist
[2026-06-02T23:50:13.955Z] OPTIONS /api/student/courses/f76b6323-c152-4b17-a4ce-fbae7efb5837/enrollment-status
[2026-06-02T23:50:13.957Z] OPTIONS /api/student/my-courses
[2026-06-02T23:50:13.958Z] OPTIONS /api/student/courses/f76b6323-c152-4b17-a4ce-fbae7efb5837/enrollment-status
[2026-06-02T23:50:13.959Z] OPTIONS /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-02T23:50:13.959Z] OPTIONS /api/student/my-courses
[2026-06-02T23:50:13.960Z] GET /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-02T23:50:13.997Z] GET /api/student/wishlist
[2026-06-02T23:50:14.015Z] GET /api/student/my-courses
[2026-06-02T23:50:14.024Z] GET /api/student/courses/f76b6323-c152-4b17-a4ce-fbae7efb5837/enrollment-status
[2026-06-02T23:50:14.038Z] GET /api/student/wishlist
[2026-06-02T23:50:14.062Z] GET /api/student/courses/f76b6323-c152-4b17-a4ce-fbae7efb5837/enrollment-status
[2026-06-02T23:50:14.064Z] GET /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-02T23:50:14.076Z] GET /api/student/my-courses
[2026-06-02T23:50:14.643Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:50:14.646Z] GET /api/notifications/unread-count
[2026-06-02T23:50:44.649Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:50:44.735Z] GET /api/notifications/unread-count
[2026-06-02T23:51:15.425Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:51:15.493Z] GET /api/notifications/unread-count
[2026-06-02T23:51:46.602Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:51:46.659Z] GET /api/notifications/unread-count
[2026-06-02T23:52:15.438Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:52:15.468Z] GET /api/notifications/unread-count
[2026-06-02T23:53:12.560Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:53:12.662Z] GET /api/notifications/unread-count
[2026-06-02T23:54:12.393Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:54:12.425Z] GET /api/notifications/unread-count
[2026-06-02T23:55:17.676Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:55:17.736Z] GET /api/notifications/unread-count
[2026-06-02T23:56:12.296Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:56:12.300Z] GET /api/notifications/unread-count
[2026-06-02T23:57:12.696Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:57:12.743Z] GET /api/notifications/unread-count
[2026-06-02T23:57:57.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:57:57.280Z] GET /api/notifications/unread-count
[2026-06-02T23:58:41.276Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:58:41.280Z] GET /api/notifications/unread-count
[2026-06-02T23:59:12.278Z] OPTIONS /api/notifications/unread-count
[2026-06-02T23:59:12.284Z] GET /api/notifications/unread-count
[Cron] Running session reminder check...
[Scheduler] ✅ Auto-completed 2 course(s) at 2026-06-03T00:00:26.375Z
[Scheduler] ✅ Auto-completed 1 enrollment(s) at 2026-06-03T00:00:26.576Z
[2026-06-03T00:01:07.420Z] OPTIONS /api/notifications/unread-count
[2026-06-03T00:01:07.677Z] GET /api/notifications/unread-count
[2026-06-03T00:02:42.603Z] GET /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-03T00:02:42.637Z] GET /api/auth/me
[2026-06-03T00:02:42.769Z] OPTIONS /api/auth/refresh
[2026-06-03T00:02:42.775Z] POST /api/auth/refresh
[2026-06-03T00:02:43.137Z] OPTIONS /api/auth/me
[2026-06-03T00:02:43.143Z] GET /api/auth/me
[2026-06-03T00:02:43.149Z] OPTIONS /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-03T00:02:43.153Z] GET /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-03T00:02:43.204Z] OPTIONS /api/student/wishlist
[2026-06-03T00:02:43.205Z] OPTIONS /api/student/courses/f76b6323-c152-4b17-a4ce-fbae7efb5837/enrollment-status
[2026-06-03T00:02:43.207Z] OPTIONS /api/student/my-courses
[2026-06-03T00:02:43.208Z] OPTIONS /api/notifications/unread-count
[2026-06-03T00:02:43.213Z] GET /api/student/wishlist
[2026-06-03T00:02:43.221Z] GET /api/student/courses/f76b6323-c152-4b17-a4ce-fbae7efb5837/enrollment-status
[2026-06-03T00:02:43.228Z] GET /api/student/my-courses
[2026-06-03T00:02:43.231Z] GET /api/notifications/unread-count
[2026-06-03T00:03:13.282Z] OPTIONS /api/notifications/unread-count
[2026-06-03T00:03:13.321Z] GET /api/notifications/unread-count
[2026-06-03T00:03:43.522Z] OPTIONS /api/notifications/unread-count
[2026-06-03T00:03:43.547Z] GET /api/notifications/unread-count
[2026-06-03T00:04:13.281Z] OPTIONS /api/notifications/unread-count
[2026-06-03T00:04:13.283Z] GET /api/notifications/unread-count
[2026-06-03T00:04:34.416Z] OPTIONS /api/notifications/unread-count
[2026-06-03T00:04:34.486Z] GET /api/notifications/unread-count
[2026-06-03T00:04:37.531Z] GET /api/auth/me
[2026-06-03T00:04:37.541Z] GET /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-03T00:04:37.557Z] OPTIONS /api/auth/refresh
[2026-06-03T00:04:37.565Z] POST /api/auth/refresh
[2026-06-03T00:04:37.685Z] OPTIONS /api/trainer/explore/f76b6323-c152-4b17-a4ce-fbae7efb5837
[2026-06-03T00:04:37.687Z] OPTIONS /api/auth/me
